Month Year,Age,Sex,Homicide (Murder),Other Homicide,Attempted Murder,Conspiracy to Murder,Manslaughter (excl. by driving),Manslaughter Unlawful Striking Causing Death,Driving Causing Death,Assault,Grievous Assault,Serious Assault,Serious Assault (Other),Common Assault',Sexual Offences,Rape and Attempted Rape,Other Sexual Offences,Robbery,Armed Robbery,Unarmed Robbery,Other Offences Against the Person,Kidnapping & Abduction etc.,Extortion,Stalking,Life Endangering Acts,Offences Against the Person,
06-Nov,Adult,Female,1,2,0,0,0,0,2,482,11,231,49,191,142,52,90,25,7,18,107,9,1,41,56,759,421
06-Nov,Adult,Male,1,6,4,0,1,0,1,901,55,401,96,349,24,6,18,65,22,43,82,4,3,9,66,1079,422
06-Nov,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,423
06-Nov,Juvenile,Female,1,0,0,0,0,0,0,203,3,105,4,91,269,61,208,7,1,6,81,6,0,3,72,561,424
06-Nov,Juvenile,Male,0,0,0,0,0,0,0,280,8,159,12,101,85,13,72,34,14,20,84,2,0,2,80,483,425
06-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,426
06-Dec,Adult,Female,1,1,0,0,0,0,1,508,16,250,47,195,139,52,87,19,10,9,87,16,2,25,44,755,427
06-Dec,Adult,Male,1,8,5,1,0,0,2,893,63,427,107,296,16,3,13,54,16,38,84,11,2,8,63,1056,428
06-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429
06-Dec,Juvenile,Female,0,1,0,0,0,0,1,122,0,59,2,61,193,48,145,5,1,4,81,4,0,11,66,402,430
06-Dec,Juvenile,Male,0,0,0,0,0,0,0,161,8,76,4,73,63,11,52,21,5,16,73,2,0,2,69,318,431
06-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,432
07-Jan,Adult,Female,2,4,3,0,0,0,1,525,12,264,45,204,129,67,62,38,10,28,92,13,0,36,43,790,433
07-Jan,Adult,Male,4,7,3,0,1,0,3,845,72,386,103,284,22,3,19,80,25,55,84,5,3,14,62,1042,434
07-Jan,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
07-Jan,Juvenile,Female,1,0,0,0,0,0,0,182,4,96,1,81,194,41,153,5,0,5,70,1,0,6,63,452,436
07-Jan,Juvenile,Male,0,2,1,0,0,0,1,173,10,99,5,59,55,9,46,23,6,17,69,2,0,3,64,322,437
07-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,438
07-Feb,Adult,Female,2,4,1,1,0,0,2,465,10,222,46,187,113,40,73,33,9,24,82,7,0,34,41,699,439
07-Feb,Adult,Male,3,6,2,0,0,0,4,810,57,384,93,276,31,5,26,58,22,36,80,4,2,15,59,988,440
07-Feb,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,441
07-Feb,Juvenile,Female,0,0,0,0,0,0,0,183,1,93,2,87,191,51,140,6,1,5,80,12,0,7,61,460,442
07-Feb,Juvenile,Male,0,1,0,0,0,0,1,231,4,129,7,91,47,2,45,22,2,20,69,1,0,1,67,370,443
07-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
07-Mar,Adult,Female,0,2,2,0,0,0,0,535,11,266,47,211,120,48,72,36,9,27,105,18,3,33,51,798,445
07-Mar,Adult,Male,3,6,3,1,1,0,1,863,74,395,97,297,15,1,14,62,27,35,109,11,3,17,78,1058,446
07-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
07-Mar,Juvenile,Female,0,0,0,0,0,0,0,213,2,120,2,89,212,49,163,7,0,7,88,9,0,6,73,520,448
07-Mar,Juvenile,Male,0,2,0,0,0,0,2,263,4,137,10,112,46,5,41,26,8,18,106,10,0,4,92,443,449
07-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
07-Apr,Adult,Female,1,2,2,0,0,0,0,416,15,193,32,176,102,42,60,25,10,15,64,7,0,27,30,610,451
07-Apr,Adult,Male,2,8,7,0,1,0,0,769,60,318,72,319,14,4,10,74,24,50,78,7,3,16,52,945,452
07-Apr,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453
07-Apr,Juvenile,Female,1,0,0,0,0,0,0,195,1,87,3,104,164,40,124,3,1,2,73,4,0,7,62,436,454
07-Apr,Juvenile,Male,0,0,0,0,0,0,0,193,2,109,4,78,48,9,39,39,12,27,74,6,0,1,67,354,455
07-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,456
07-May,Adult,Female,0,5,3,0,0,0,2,428,11,195,37,185,119,49,70,30,5,25,103,15,1,49,38,685,457
07-May,Adult,Male,3,7,5,1,0,0,1,694,50,318,68,258,20,7,13,38,10,28,94,12,3,15,64,856,458
07-May,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459
07-May,Juvenile,Female,0,0,0,0,0,0,0,163,1,88,3,71,199,55,144,2,0,2,80,5,0,8,67,444,460
07-May,Juvenile,Male,0,1,1,0,0,0,0,245,13,131,3,98,63,10,53,12,1,11,84,13,0,1,70,405,461
07-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462
07-Jun,Adult,Female,1,5,4,0,0,0,1,394,19,193,27,155,124,56,68,28,7,21,96,21,1,42,32,648,463
07-Jun,Adult,Male,1,5,2,1,0,0,2,658,50,301,68,239,15,3,12,47,14,33,61,4,2,11,44,787,464
07-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465
07-Jun,Juvenile,Female,0,0,0,0,0,0,0,138,2,54,3,79,182,32,150,4,0,4,62,5,0,5,52,386,466
07-Jun,Juvenile,Male,0,2,0,0,0,0,2,179,5,93,2,79,41,5,36,17,2,15,70,1,0,1,68,309,467
07-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,1,0,0,0,1,7,468
07-Jul,Adult,Female,2,1,1,0,0,0,0,339,12,139,24,164,110,47,63,26,5,21,59,7,1,22,29,537,469
07-Jul,Adult,Male,4,4,1,0,0,0,3,691,54,297,65,275,6,3,3,41,12,29,53,1,2,11,39,799,470
07-Jul,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471
07-Jul,Juvenile,Female,0,2,2,0,0,0,0,140,3,57,0,80,177,30,147,9,1,8,47,1,0,10,36,375,472
07-Jul,Juvenile,Male,3,1,1,0,0,0,0,154,4,73,4,73,41,2,39,23,10,13,42,3,0,0,39,264,473
07-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474
07-Aug,Adult,Female,1,1,0,0,0,0,1,400,16,169,30,185,123,43,80,19,6,13,71,11,1,26,33,615,475
07-Aug,Adult,Male,2,3,2,0,0,0,1,728,54,276,90,308,12,2,10,43,19,24,56,3,3,12,38,844,476
07-Aug,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
07-Aug,Juvenile,Female,1,0,0,0,0,0,0,156,2,59,4,91,229,58,171,6,0,6,63,8,0,5,50,455,478
07-Aug,Juvenile,Male,0,0,0,0,0,0,0,196,10,88,6,92,25,4,21,18,1,17,60,2,0,5,53,299,479
07-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480
07-Sep,Adult,Female,3,2,1,0,0,0,1,429,18,190,27,194,124,52,72,20,8,12,84,12,2,33,37,662,481
07-Sep,Adult,Male,2,0,0,0,0,0,0,793,62,338,80,313,20,4,16,59,29,30,53,3,1,16,33,927,482
07-Sep,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483
07-Sep,Juvenile,Female,0,4,3,0,0,0,1,153,0,80,2,71,224,56,168,3,1,2,59,3,0,4,52,443,484
07-Sep,Juvenile,Male,1,3,1,0,1,0,1,197,12,105,1,79,40,5,35,12,6,6,48,1,0,0,47,301,485
07-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
07-Oct,Adult,Female,1,1,0,0,0,0,1,492,15,242,29,206,128,43,85,24,4,20,72,11,1,33,27,718,487
07-Oct,Adult,Male,4,6,5,0,0,0,1,859,56,394,96,313,13,0,13,73,23,50,72,4,1,11,56,1027,488
07-Oct,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489
07-Oct,Juvenile,Female,0,0,0,0,0,0,0,174,1,75,3,95,265,63,202,4,1,3,49,11,0,7,31,492,490
07-Oct,Juvenile,Male,0,1,1,0,0,0,0,183,9,92,5,77,43,4,39,21,3,18,37,4,0,1,32,285,491
07-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
07-Nov,Adult,Female,1,2,1,0,0,0,1,394,18,193,27,156,136,54,82,34,11,23,72,13,2,34,23,639,493
07-Nov,Adult,Male,1,2,2,0,0,0,0,764,57,327,91,289,9,2,7,62,32,30,88,7,5,16,60,926,494
07-Nov,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
07-Nov,Juvenile,Female,0,3,3,0,0,0,0,171,3,80,1,87,246,43,203,6,0,6,53,7,0,12,34,479,496
07-Nov,Juvenile,Male,1,2,0,0,1,0,1,236,15,130,4,87,55,4,51,25,10,15,50,5,0,0,45,369,497
07-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
07-Dec,Adult,Female,1,4,4,0,0,0,0,470,16,227,32,195,129,60,69,28,8,20,90,10,4,39,37,722,499
07-Dec,Adult,Male,0,5,3,0,0,0,2,936,93,395,92,356,10,6,4,58,23,35,60,3,1,9,47,1069,500
07-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
07-Dec,Juvenile,Female,0,1,0,0,1,0,0,137,2,53,5,77,190,36,154,1,0,1,48,5,0,9,34,377,502
07-Dec,Juvenile,Male,0,1,0,0,1,0,0,199,8,108,3,80,59,10,49,20,8,12,44,8,4,0,32,323,503
07-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
08-Jan,Adult,Female,0,0,0,0,0,0,0,476,13,243,23,197,104,33,71,21,6,15,71,9,2,30,30,672,505
08-Jan,Adult,Male,2,5,5,0,0,0,0,837,62,342,87,346,10,3,7,67,27,40,86,4,5,13,64,1007,506
08-Jan,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507
08-Jan,Juvenile,Female,1,1,1,0,0,0,0,114,3,47,8,56,197,41,156,6,0,6,42,4,0,11,27,361,508
08-Jan,Juvenile,Male,0,0,0,0,0,0,0,176,5,88,1,82,49,15,34,29,5,24,42,5,0,4,33,296,509
08-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
08-Feb,Adult,Female,3,2,2,0,0,0,0,463,21,223,42,177,136,67,69,19,5,14,91,15,1,34,41,714,511
08-Feb,Adult,Male,1,8,8,0,0,0,0,754,59,306,79,310,16,5,11,59,18,41,67,9,3,7,48,905,512
08-Feb,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
08-Feb,Juvenile,Female,0,0,0,0,0,0,0,194,1,107,5,81,240,59,181,3,1,2,52,4,0,12,36,489,514
08-Feb,Juvenile,Male,0,2,0,0,0,0,2,206,6,115,6,79,64,6,58,19,7,12,42,5,0,0,37,333,515
08-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
08-Mar,Adult,Female,1,2,2,0,0,0,0,463,24,219,33,187,120,52,68,32,9,23,88,17,1,29,41,706,517
08-Mar,Adult,Male,3,4,3,0,0,0,1,870,57,380,93,340,16,4,12,74,28,46,77,4,3,10,60,1044,518
08-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
08-Mar,Juvenile,Female,0,1,1,0,0,0,0,177,3,93,5,76,220,54,166,2,0,2,41,4,0,6,31,441,520
08-Mar,Juvenile,Male,0,0,0,0,0,0,0,190,6,101,6,77,61,4,57,11,1,10,31,3,0,0,28,293,521
08-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
08-Apr,Adult,Female,0,5,2,0,0,0,3,413,17,185,26,185,110,50,60,21,3,18,87,6,0,33,48,636,523
08-Apr,Adult,Male,2,4,3,0,0,0,1,724,52,293,82,297,8,3,5,49,21,28,60,5,1,13,41,847,524
08-Apr,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
08-Apr,Juvenile,Female,0,0,0,0,0,0,0,172,3,81,3,85,203,46,157,4,1,3,38,4,0,6,28,417,526
08-Apr,Juvenile,Male,0,0,0,0,0,0,0,179,6,91,5,77,46,6,40,26,12,14,31,0,0,1,30,282,527
08-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,528
08-May,Adult,Female,0,2,1,0,0,0,1,436,12,195,37,192,106,52,54,20,1,19,84,12,0,32,40,648,529
08-May,Adult,Male,2,5,1,0,1,0,3,791,62,330,79,320,16,6,10,52,20,32,72,3,3,10,56,938,530
08-May,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531
08-May,Juvenile,Female,0,0,0,0,0,0,0,173,2,82,6,83,224,43,181,10,4,6,68,5,1,12,50,475,532
08-May,Juvenile,Male,0,0,0,0,0,0,0,201,9,106,12,74,43,9,34,23,5,18,52,7,0,4,41,319,533
08-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,534
08-Jun,Adult,Female,3,3,0,0,0,0,3,393,6,191,25,171,98,48,50,22,10,12,80,10,2,23,45,599,535
08-Jun,Adult,Male,2,4,1,0,1,0,2,792,51,346,76,319,11,2,9,51,16,35,54,5,3,6,40,914,536
08-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
08-Jun,Juvenile,Female,2,0,0,0,0,0,0,149,3,76,3,67,221,58,163,5,2,3,37,5,0,5,27,414,538
08-Jun,Juvenile,Male,1,0,0,0,0,0,0,198,5,105,4,84,44,7,37,16,7,9,49,4,1,1,43,308,539
08-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,540
08-Jul,Adult,Female,0,4,2,0,0,0,2,391,10,186,29,166,103,44,59,19,6,13,83,7,4,28,44,600,541
08-Jul,Adult,Male,4,4,1,0,0,0,3,725,64,292,71,298,20,8,12,44,15,29,56,4,6,10,36,853,542
08-Jul,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,543
08-Jul,Juvenile,Female,0,0,0,0,0,0,0,139,0,64,1,74,170,37,133,5,2,3,42,3,0,13,26,356,544
08-Jul,Juvenile,Male,0,0,0,0,0,0,0,150,11,80,5,54,26,4,22,14,7,7,21,0,0,1,20,211,545
08-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,546
08-Aug,Adult,Female,4,3,1,0,0,0,2,424,8,187,37,192,100,41,59,21,5,16,65,9,2,30,24,617,547
08-Aug,Adult,Male,2,5,4,0,0,0,1,780,67,299,100,314,4,2,2,47,17,30,62,6,0,13,43,900,548
08-Aug,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549
08-Aug,Juvenile,Female,0,0,0,0,0,0,0,169,3,78,2,86,212,45,167,8,3,5,42,5,0,6,31,431,550
08-Aug,Juvenile,Male,0,1,0,0,0,0,1,211,9,122,7,73,23,1,22,24,3,21,49,2,0,2,45,308,551
08-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552
08-Sep,Adult,Female,2,0,0,0,0,0,0,381,4,184,30,163,102,44,58,21,4,17,81,9,2,30,40,587,553
08-Sep,Adult,Male,2,6,4,0,0,0,2,744,46,309,76,313,29,10,19,54,23,31,62,0,2,14,46,897,554
08-Sep,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,555
08-Sep,Juvenile,Female,1,0,0,0,0,0,0,155,1,71,5,78,248,52,196,8,0,8,43,4,0,8,31,455,556
08-Sep,Juvenile,Male,0,3,3,0,0,0,0,169,8,86,7,68,46,13,33,21,4,17,39,0,0,0,39,278,557
08-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,558
08-Oct,Adult,Female,2,5,3,0,0,0,2,455,9,217,30,199,112,56,56,25,8,17,89,8,1,42,38,688,559
08-Oct,Adult,Male,1,4,2,0,0,0,2,770,54,352,87,277,12,6,6,52,27,25,58,4,1,10,43,897,560
08-Oct,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561
08-Oct,Juvenile,Female,0,3,3,0,0,0,0,189,3,96,3,87,246,56,190,9,3,6,40,6,0,5,29,487,562
08-Oct,Juvenile,Male,0,2,2,0,0,0,0,197,9,102,4,82,54,12,42,24,12,12,33,1,0,1,31,310,563
08-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
08-Nov,Adult,Female,2,1,0,0,0,0,1,477,18,224,39,196,133,61,72,24,3,21,70,6,2,26,36,707,565
08-Nov,Adult,Male,2,6,5,0,0,0,1,843,53,352,84,354,10,2,8,50,14,36,63,1,1,12,49,974,566
08-Nov,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567
08-Nov,Juvenile,Female,0,2,1,0,0,0,1,181,1,88,3,89,256,58,198,8,1,7,47,3,0,9,35,494,568
08-Nov,Juvenile,Male,0,1,0,0,0,0,1,218,10,119,5,84,69,4,65,13,0,13,52,2,0,0,50,353,569
08-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570
08-Dec,Adult,Female,2,5,5,0,0,0,0,481,19,235,41,186,102,61,41,21,3,18,81,9,0,37,35,692,571
08-Dec,Adult,Male,4,7,3,1,1,0,2,902,70,368,122,342,16,3,13,66,18,48,75,11,2,12,50,1070,572
08-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
08-Dec,Juvenile,Female,0,1,1,0,0,0,0,129,2,60,9,58,157,33,124,4,2,2,53,8,0,6,39,344,574
08-Dec,Juvenile,Male,0,0,0,0,0,0,0,143,8,63,2,70,30,2,28,12,4,8,48,7,0,4,37,233,575
08-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576
09-Jan,Adult,Female,0,4,1,0,0,0,3,503,13,250,47,193,112,49,63,24,6,18,92,7,2,31,52,735,577
09-Jan,Adult,Male,5,6,4,0,0,0,2,848,60,368,95,325,15,2,13,82,34,48,91,13,4,12,62,1047,578
09-Jan,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579
09-Jan,Juvenile,Female,0,4,2,0,0,0,2,110,2,56,3,49,187,40,147,2,1,1,47,5,0,4,38,350,580
09-Jan,Juvenile,Male,0,1,0,0,0,0,1,147,4,70,9,64,46,7,39,18,6,12,53,1,0,2,50,265,581
09-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582
09-Feb,Adult,Female,0,0,0,0,0,0,0,458,16,205,42,195,112,43,69,17,6,11,95,12,1,33,49,682,583
09-Feb,Adult,Male,0,6,2,0,2,0,2,826,71,338,101,316,14,2,12,65,22,43,117,4,5,28,80,1028,584
09-Feb,Adult,Not Stated,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,585
09-Feb,Juvenile,Female,0,0,0,0,0,0,0,178,1,80,4,93,209,44,165,4,1,3,48,3,0,8,37,439,586
09-Feb,Juvenile,Male,0,0,0,0,0,0,0,182,3,91,7,81,38,5,33,17,5,12,61,2,0,3,56,298,587
09-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588
09-Mar,Adult,Female,1,2,2,0,0,0,0,507,16,228,50,213,148,60,88,25,10,15,112,8,1,50,53,795,589
09-Mar,Adult,Male,3,7,5,0,1,0,1,866,72,389,90,315,18,6,12,65,32,33,98,7,5,14,72,1057,590
09-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591
09-Mar,Juvenile,Female,0,2,2,0,0,0,0,193,0,87,6,100,279,75,204,1,0,1,79,5,0,13,61,554,592
09-Mar,Juvenile,Male,0,2,2,0,0,0,0,275,10,139,3,123,46,4,42,26,9,17,56,1,0,4,51,405,593
09-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
09-Apr,Adult,Female,0,3,1,0,1,0,1,432,12,208,28,184,98,42,56,25,11,14,75,8,4,25,38,633,595
09-Apr,Adult,Male,0,7,5,0,0,0,2,725,58,332,82,253,9,0,9,62,28,34,60,4,2,6,48,863,596
09-Apr,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597
09-Apr,Juvenile,Female,0,0,0,0,0,0,0,198,4,74,4,116,199,36,163,8,1,7,38,3,0,2,33,443,598
09-Apr,Juvenile,Male,0,1,1,0,0,0,0,181,3,86,7,85,53,11,42,24,3,21,61,8,1,4,48,320,599
09-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
09-May,Adult,Female,2,5,1,0,1,0,3,471,12,202,30,227,93,42,51,24,11,13,73,4,2,31,36,668,601
09-May,Adult,Male,6,3,3,0,0,0,0,803,67,327,78,331,17,3,14,78,26,52,93,5,5,14,69,1000,602
09-May,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,603
09-May,Juvenile,Female,0,0,0,0,0,0,0,186,1,94,3,88,201,47,154,6,0,6,38,6,0,3,29,431,604
09-May,Juvenile,Male,1,4,1,0,0,0,3,227,6,115,9,97,45,9,36,15,8,7,37,2,0,1,34,329,605
09-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,606
09-Jun,Adult,Female,0,1,1,0,0,0,0,434,17,204,34,179,122,59,63,35,12,23,79,8,5,23,43,671,607
09-Jun,Adult,Male,1,3,2,0,1,0,0,717,62,333,91,231,14,5,9,47,21,26,74,8,3,11,52,856,608
09-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609
09-Jun,Juvenile,Female,0,0,0,0,0,0,0,216,3,87,3,123,210,35,175,11,4,7,59,4,0,11,44,496,610
09-Jun,Juvenile,Male,0,2,2,0,0,0,0,187,8,88,6,85,63,3,60,16,7,9,57,1,0,8,48,325,611
09-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612
09-Jul,Adult,Female,0,1,0,0,0,0,1,392,15,185,24,168,75,34,41,23,6,17,80,11,0,24,45,571,613
09-Jul,Adult,Male,4,7,5,0,2,0,0,732,53,327,75,277,5,0,5,48,20,28,62,6,0,10,46,858,614
09-Jul,Adult,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,615
09-Jul,Juvenile,Female,0,0,0,0,0,0,0,149,1,65,6,77,165,32,133,8,2,6,67,10,0,2,55,389,616
09-Jul,Juvenile,Male,0,1,1,0,0,0,0,155,4,81,1,69,31,4,27,14,3,11,39,2,1,1,35,240,617
09-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,618
09-Aug,Adult,Female,5,2,1,0,0,0,1,470,14,217,37,202,104,41,63,25,3,22,85,9,2,28,46,691,619
09-Aug,Adult,Male,6,11,7,0,2,0,2,858,52,386,104,316,22,2,20,78,25,53,74,2,2,12,58,1049,620
09-Aug,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621
09-Aug,Juvenile,Female,1,0,0,0,0,0,0,196,1,101,6,88,229,48,181,7,1,6,57,6,0,3,48,490,622
09-Aug,Juvenile,Male,0,1,1,0,0,0,0,219,4,109,8,98,58,3,55,14,4,10,66,2,0,3,61,358,623
09-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624
09-Sep,Adult,Female,0,3,3,0,0,0,0,489,10,237,43,199,124,59,65,31,14,17,97,10,3,38,46,744,625
09-Sep,Adult,Male,4,5,4,0,0,0,1,821,59,344,92,326,11,4,7,52,23,29,63,4,4,12,43,956,626
09-Sep,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,627
09-Sep,Juvenile,Female,0,2,0,0,0,0,2,172,5,72,7,88,209,46,163,5,5,0,56,2,0,12,42,444,628
09-Sep,Juvenile,Male,1,2,0,0,0,0,2,201,10,105,13,73,64,6,58,30,11,19,47,3,0,5,39,345,629
09-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630
09-Oct,Adult,Female,4,0,0,0,0,0,0,498,19,229,60,190,104,37,67,15,4,11,92,3,2,35,52,713,631
09-Oct,Adult,Male,2,4,4,0,0,0,0,926,69,424,119,314,11,2,9,57,23,34,49,2,1,8,38,1049,632
